fecha,region,categoria,numero_ordenes,ticket_promedio,ventas_totales
2025-08-15,Sur,Deportes,78,60908,4750824
2024-01-08,Centro,Hogar,85,123502,10497670
2024-03-02,Norte,Deportes,80,65497,5239760
2023-07-11,Sur,Tecnologia,107,186662,19972834
2025-09-16,Sur,Electrodomesticos,24,157026,3768624
2024-04-30,Centro,Hogar,127,80439,10215753
2023-06-20,Sur,Deportes,40,54441,2177640
2024-06-16,Sur,Tecnologia,105,203942,21413910
2023-11-22,Norte,Electrodomesticos,51,188693,9623343
2024-08-09,Norte,Deportes,83,63196,5245268
2025-07-29,Centro,Electrodomesticos,114,194919,22220766
2025-04-23,Norte,Electrodomesticos,30,161032,4830960
2025-02-02,Norte,Hogar,92,89241,8210172
2023-02-06,Centro,Vestuario,216,36727,7933032
2024-05-09,Sur,Deportes,79,63957,5052603
2024-06-28,Centro,Vestuario,175,45721,8001175
2025-10-28,Norte,Deportes,62,65413,4055606
2023-03-03,Norte,Hogar,82,85385,7001570
2025-01-03,Sur,Tecnologia,108,154066,16639128
2023-11-03,Centro,Deportes,122,71941,8776802
2023-11-07,Norte,Vestuario,132,40224,5309568
2023-02-09,Norte,Tecnologia,94,219831,20664114
2024-01-11,Norte,Vestuario,128,35884,4593152
2023-08-19,Norte,Deportes,77,83938,6463226
2023-05-21,Norte,Hogar,85,101969,8667365
2023-05-15,Centro,Hogar,132,99940,13192080
2023-10-27,Sur,Electrodomesticos,42,151667,6370014
2023-12-14,Sur,Tecnologia,128,151336,19371008
2024-08-27,Norte,Electrodomesticos,41,169645,6955445
2023-08-31,Norte,Hogar,84,101488,8524992
2023-05-02,Sur,Deportes,61,52706,3215066
2024-09-12,Norte,Vestuario,111,45474,5047614
2023-01-18,Centro,Vestuario,209,32809,6857081
2023-02-03,Centro,Deportes,93,56396,5244828
2023-10-11,Centro,Electrodomesticos,75,167306,12547950
2023-05-07,Sur,Deportes,104,51668,5373472
2025-12-20,Norte,Deportes,75,52212,3915900
2023-12-31,Centro,Hogar,165,108297,17869005
2023-01-02,Norte,Electrodomesticos,44,158025,6953100
2025-12-02,Sur,Deportes,95,66188,6287860
2025-08-26,Norte,Tecnologia,108,183249,19790892
2025-11-10,Centro,Electrodomesticos,95,117010,11115950
2023-01-19,Centro,Tecnologia,129,139639,18013431
2024-07-30,Sur,Deportes,67,74124,4966308
2024-01-17,Norte,Deportes,63,63179,3980277
2024-11-19,Centro,Hogar,94,111199,10452706
2024-06-02,Centro,Vestuario,188,35782,6727016
2024-01-02,Centro,Electrodomesticos,59,147386,8695774
2023-03-28,Centro,Vestuario,193,46116,8900388
2023-05-21,Sur,Deportes,78,56125,4377750
2025-10-01,Sur,Hogar,82,93941,7703162
2023-04-28,Sur,Deportes,72,51647,3718584
2023-04-17,Sur,Electrodomesticos,34,133262,4530908
2025-01-07,Norte,Vestuario,115,48011,5521265
2024-04-10,Sur,Tecnologia,109,170886,18626574
2024-07-06,Norte,Tecnologia,80,181162,14492960
2024-06-22,Centro,Vestuario,188,43377,8154876
2023-09-14,Sur,Vestuario,150,53714,8057100
2025-12-22,Centro,Tecnologia,177,170190,30123630
2024-07-11,Sur,Electrodomesticos,27,132153,3568131
2024-11-26,Centro,Electrodomesticos,69,177541,12250329
2024-02-01,Sur,Hogar,79,128286,10134594
2024-01-06,Centro,Vestuario,177,45392,8034384
2023-12-22,Norte,Vestuario,159,65770,10457430
2024-11-26,Sur,Electrodomesticos,78,158309,12348102
2025-05-14,Centro,Hogar,107,133595,14294665
2025-10-30,Sur,Vestuario,148,40974,6064152
2024-12-28,Sur,Tecnologia,159,154017,24488703
2024-09-24,Centro,Electrodomesticos,96,132491,12719136
2024-08-01,Sur,Vestuario,114,52111,5940654
2025-05-03,Centro,Electrodomesticos,85,135561,11522685
2023-03-03,Norte,Deportes,75,88297,6622275
2024-09-06,Sur,Vestuario,123,50394,6198462
2023-09-03,Norte,Hogar,53,75469,3999857
2024-11-08,Sur,Electrodomesticos,57,134561,7669977
2025-05-12,Sur,Deportes,95,66539,6321205
2023-11-02,Centro,Deportes,155,76713,11890515
2023-10-06,Centro,Deportes,69,50514,3485466
2025-06-09,Sur,Hogar,75,108661,8149575
2024-09-10,Centro,Tecnologia,144,206932,29798208
2024-07-01,Norte,Deportes,70,75231,5266170
2023-06-21,Sur,Tecnologia,139,158981,22098359
2024-09-03,Norte,Tecnologia,106,177847,18851782
2024-02-03,Sur,Hogar,85,100238,8520230
2025-06-19,Norte,Electrodomesticos,43,146921,6317603
2024-12-03,Sur,Electrodomesticos,58,157390,9128620
2024-11-12,Centro,Hogar,114,108873,12411522
2024-02-28,Norte,Vestuario,125,60006,7500750
2023-12-24,Sur,Tecnologia,137,147417,20196129
2025-01-25,Sur,Deportes,95,74410,7068950
2023-03-25,Sur,Vestuario,124,50902,6311848
2025-07-24,Centro,Deportes,106,71896,7620976
2025-07-23,Centro,Deportes,72,52423,3774456
2024-12-02,Sur,Deportes,79,76638,6054402
2024-09-02,Sur,Vestuario,145,52464,7607280
2023-02-17,Centro,Hogar,129,66268,8548572
2024-10-24,Sur,Deportes,75,74002,5550150
2024-05-31,Sur,Vestuario,116,40590,4708440
2025-05-07,Sur,Tecnologia,127,211785,26896695
2024-05-17,Centro,Tecnologia,134,203275,27238850
2024-10-20,Sur,Electrodomesticos,72,132834,9564048
2025-09-07,Norte,Electrodomesticos,14,141777,1984878
2023-10-04,Sur,Vestuario,147,45400,6673800
2023-09-22,Norte,Hogar,77,82975,6389075
2024-12-27,Centro,Tecnologia,185,182676,33795060
2023-03-15,Centro,Vestuario,163,36627,5970201
2025-03-16,Sur,Hogar,112,123106,13787872
2023-12-09,Norte,Vestuario,134,34290,4594860
2024-12-10,Centro,Tecnologia,213,190949,40672137
2023-12-31,Norte,Deportes,99,65019,6436881
2024-11-07,Sur,Electrodomesticos,50,124536,6226800
2025-10-16,Centro,Electrodomesticos,85,172655,14675675
2023-04-26,Norte,Vestuario,111,44884,4982124
2024-07-21,Norte,Electrodomesticos,40,153813,6152520
2023-06-23,Norte,Deportes,77,44577,3432429
2023-03-16,Sur,Electrodomesticos,43,171526,7375618
2023-05-31,Sur,Hogar,126,101524,12792024
2024-08-26,Sur,Vestuario,159,57474,9138366
2024-05-26,Norte,Electrodomesticos,30,133757,4012710
2025-07-19,Sur,Tecnologia,102,181054,18467508
2024-07-30,Centro,Deportes,119,57149,6800731
2023-03-12,Sur,Deportes,81,78327,6344487
2023-09-24,Centro,Vestuario,156,41227,6431412
2025-09-18,Sur,Electrodomesticos,58,179366,10403228
2023-02-06,Sur,Electrodomesticos,58,126784,7353472
2023-09-20,Sur,Tecnologia,118,214809,25347462
2023-10-12,Sur,Hogar,68,87207,5930076
2024-05-15,Norte,Vestuario,121,46508,5627468
2023-04-21,Centro,Tecnologia,85,165961,14106685
2025-01-03,Norte,Tecnologia,97,143933,13961501
2023-10-27,Sur,Vestuario,112,52490,5878880
2025-08-01,Norte,Hogar,73,101460,7406580
2023-09-18,Centro,Electrodomesticos,72,159392,11476224
2023-06-05,Sur,Tecnologia,130,193517,25157210
2023-12-12,Sur,Electrodomesticos,51,172973,8821623
2023-08-04,Sur,Electrodomesticos,55,150150,8258250
2025-07-31,Sur,Vestuario,123,36257,4459611
2025-01-29,Centro,Deportes,139,76573,10643647
2024-09-12,Sur,Vestuario,141,45961,6480501
2023-09-12,Norte,Tecnologia,120,176183,21141960
2023-10-15,Centro,Hogar,90,93758,8438220
2023-11-14,Centro,Tecnologia,148,184223,27265004
2024-07-21,Centro,Electrodomesticos,82,178865,14666930
2024-11-15,Norte,Tecnologia,103,150405,15491715
2025-08-03,Norte,Electrodomesticos,39,183622,7161258
2025-05-09,Norte,Tecnologia,87,176421,15348627
2023-11-10,Centro,Electrodomesticos,92,176528,16240576
2024-02-21,Norte,Vestuario,154,66210,10196340
2024-03-15,Centro,Hogar,89,93113,8287057
2025-12-12,Centro,Electrodomesticos,65,221682,14409330
2024-11-20,Sur,Vestuario,147,49473,7272531
2023-05-20,Sur,Tecnologia,115,182279,20962085
2023-12-30,Norte,Electrodomesticos,64,128923,8251072
2023-02-24,Centro,Deportes,99,66971,6630129
2024-02-02,Centro,Hogar,86,107234,9222124
2024-04-10,Centro,Hogar,137,102657,14064009
2023-11-15,Centro,Electrodomesticos,99,108624,10753776
2023-10-07,Norte,Electrodomesticos,49,178463,8744687
2024-06-09,Centro,Vestuario,199,48830,9717170
2023-10-07,Sur,Electrodomesticos,57,190662,10867734
2024-08-07,Norte,Deportes,53,60078,3184134
2023-08-30,Sur,Vestuario,145,47909,6946805
2023-08-23,Norte,Vestuario,118,43234,5101612
2025-04-04,Centro,Tecnologia,129,193357,24943053
2025-06-19,Norte,Hogar,49,114587,5614763
2023-09-01,Norte,Tecnologia,105,251849,26444145
2023-12-20,Centro,Hogar,86,106861,9190046
2025-04-05,Sur,Tecnologia,95,214574,20384530
2023-06-13,Sur,Hogar,113,81464,9205432
2025-12-10,Centro,Deportes,77,70986,5465922
2024-08-30,Norte,Hogar,58,113679,6593382
2023-11-01,Norte,Tecnologia,84,196043,16467612
2024-04-06,Centro,Hogar,78,97724,7622472
2025-07-02,Centro,Hogar,143,114732,16406676
2025-07-23,Sur,Hogar,65,102522,6663930
2024-11-12,Norte,Hogar,94,80562,7572828
2023-10-05,Norte,Hogar,67,85633,5737411
2025-07-02,Centro,Electrodomesticos,7,198314,1388198
2025-11-19,Centro,Vestuario,168,45865,7705320
2025-03-15,Centro,Electrodomesticos,81,148523,12030363
2025-09-27,Sur,Deportes,109,70692,7705428
2025-12-25,Sur,Hogar,143,81047,11589721
2023-05-13,Norte,Electrodomesticos,42,161164,6768888
2025-04-27,Norte,Vestuario,121,32282,3906122
2024-11-11,Sur,Deportes,88,76717,6751096
2025-04-25,Norte,Hogar,80,101534,8122720
2023-06-29,Norte,Tecnologia,88,166681,14667928
2023-05-01,Norte,Hogar,37,101601,3759237
2023-06-28,Sur,Hogar,116,77570,8998120
2024-10-16,Sur,Electrodomesticos,69,143401,9894669
2025-01-27,Norte,Vestuario,101,47236,4770836
2025-04-04,Norte,Vestuario,114,44576,5081664
2024-04-17,Sur,Tecnologia,100,200263,20026300
2024-09-05,Sur,Deportes,79,62291,4920989
2024-01-07,Sur,Tecnologia,95,178117,16921115
2024-08-19,Sur,Tecnologia,113,255560,28878280
2024-09-12,Norte,Vestuario,137,38519,5277103
2024-10-04,Norte,Hogar,62,85047,5272914
2023-07-20,Norte,Vestuario,143,47321,6766903
2024-10-19,Norte,Electrodomesticos,50,186306,9315300
2025-01-06,Norte,Vestuario,109,54997,5994673
2023-10-13,Norte,Deportes,102,69622,7101444
2023-12-17,Centro,Hogar,147,104271,15327837
2025-11-05,Sur,Electrodomesticos,86,165110,14199460
2024-08-02,Sur,Deportes,59,72696,4289064
2023-09-04,Sur,Vestuario,192,37698,7238016
2023-03-14,Sur,Hogar,67,96287,6451229
2025-09-10,Sur,Deportes,55,54465,2995575
2024-03-26,Centro,Tecnologia,133,170912,22731296
2023-09-19,Centro,Electrodomesticos,85,179628,15268380
2025-02-24,Centro,Vestuario,137,44162,6050194
2025-07-08,Sur,Tecnologia,145,163109,23650805
2025-02-09,Norte,Electrodomesticos,53,195852,10380156
2025-01-15,Norte,Electrodomesticos,41,164166,6730806
2024-01-12,Norte,Deportes,68,65869,4479092
2024-02-19,Centro,Electrodomesticos,82,191614,15712348
2024-11-23,Sur,Electrodomesticos,97,193736,18792392
2025-04-16,Sur,Vestuario,109,43207,4709563
2024-12-29,Norte,Hogar,83,71240,5912920
2024-01-21,Centro,Tecnologia,156,174506,27222936
2025-11-27,Sur,Deportes,85,72434,6156890
2025-06-28,Sur,Vestuario,128,50949,6521472
2024-03-20,Sur,Electrodomesticos,88,213889,18822232
2024-10-20,Sur,Electrodomesticos,49,120587,5908763
2023-09-20,Sur,Hogar,120,107998,12959760
2025-02-19,Norte,Tecnologia,75,179702,13477650
2024-11-28,Norte,Vestuario,141,50842,7168722
2025-07-03,Norte,Electrodomesticos,72,197123,14192856
2024-12-27,Sur,Vestuario,156,38996,6083376
2024-01-29,Centro,Hogar,108,97984,10582272
2025-04-29,Norte,Electrodomesticos,62,168127,10423874
2025-09-01,Sur,Deportes,114,73000,8322000
2023-03-13,Norte,Deportes,76,62533,4752508
2023-09-13,Norte,Vestuario,117,38203,4469751
2023-04-13,Centro,Deportes,88,63934,5626192
2024-10-13,Centro,Hogar,125,98323,12290375
2025-01-17,Norte,Deportes,63,63884,4024692
2023-05-22,Norte,Deportes,70,60413,4228910
2025-10-20,Centro,Tecnologia,151,141471,21362121
2023-05-18,Norte,Deportes,86,70017,6021462
2023-07-17,Sur,Hogar,75,108708,8153100
2025-11-05,Centro,Vestuario,184,42990,7910160
2023-01-19,Centro,Deportes,126,80248,10111248
2025-01-21,Centro,Electrodomesticos,40,133216,5328640
2025-09-22,Centro,Hogar,121,99420,12029820
2024-07-21,Centro,Vestuario,145,37443,5429235
2024-08-13,Centro,Tecnologia,147,156533,23010351
2025-01-18,Norte,Tecnologia,98,173735,17026030
2023-10-17,Norte,Vestuario,107,54345,5814915
2024-09-02,Centro,Hogar,138,103360,14263680
2025-04-05,Sur,Vestuario,123,37527,4615821
2025-06-01,Centro,Vestuario,159,36290,5770110
2025-01-01,Centro,Tecnologia,120,182683,21921960
2025-02-10,Sur,Deportes,109,58317,6356553
2023-06-24,Norte,Electrodomesticos,47,151368,7114296
2025-02-10,Centro,Hogar,100,80057,8005700
2025-02-22,Sur,Vestuario,154,48829,7519666
2025-09-03,Sur,Vestuario,112,44140,4943680
2025-08-23,Sur,Vestuario,152,38115,5793480
2023-05-02,Centro,Hogar,132,95157,12560724
2023-08-08,Centro,Tecnologia,100,195988,19598800
2025-07-28,Sur,Vestuario,122,42986,5244292
2023-05-18,Centro,Tecnologia,152,154376,23465152
2025-08-01,Centro,Deportes,66,52399,3458334
2024-04-04,Norte,Hogar,41,102835,4216235
2025-09-22,Centro,Hogar,77,92349,7110873
2025-01-26,Centro,Deportes,77,78429,6039033
2023-04-13,Centro,Deportes,90,52175,4695750
2025-09-16,Norte,Vestuario,132,41756,5511792
2023-10-25,Norte,Electrodomesticos,36,180808,6509088
2023-04-16,Norte,Hogar,73,118971,8684883
2023-02-13,Centro,Deportes,87,74947,6520389
2024-07-23,Sur,Electrodomesticos,58,159542,9253436
2025-06-03,Norte,Deportes,64,85112,5447168
2023-03-12,Centro,Electrodomesticos,88,206701,18189688
2024-09-11,Centro,Tecnologia,181,198914,36003434
2025-01-07,Sur,Electrodomesticos,36,159448,5740128
2025-11-26,Sur,Electrodomesticos,82,166173,13626186
2023-12-07,Sur,Electrodomesticos,37,160224,5928288
2025-04-30,Norte,Vestuario,129,50416,6503664
2023-07-08,Centro,Tecnologia,139,165363,22985457
2025-06-05,Norte,Electrodomesticos,66,156635,10337910
2023-09-02,Norte,Electrodomesticos,39,187702,7320378
2024-09-04,Centro,Tecnologia,125,185315,23164375
2025-09-18,Sur,Hogar,84,71801,6031284
2024-05-19,Sur,Vestuario,116,54466,6318056
2024-07-04,Norte,Vestuario,133,43557,5793081
2024-10-02,Sur,Hogar,78,108674,8476572
2025-07-10,Centro,Tecnologia,137,193493,26508541
2025-02-14,Sur,Vestuario,140,45001,6300140
2023-01-24,Sur,Vestuario,183,42475,7772925
2023-04-21,Sur,Hogar,108,97115,10488420
2024-03-15,Centro,Tecnologia,127,182061,23121747
2024-11-05,Sur,Tecnologia,137,159708,21879996
2023-02-14,Centro,Vestuario,209,49185,10279665
2024-05-03,Norte,Electrodomesticos,26,179988,4679688
2023-06-06,Centro,Electrodomesticos,52,156430,8134360
2023-02-09,Sur,Tecnologia,133,226475,30121175
2024-08-22,Sur,Vestuario,157,45853,7198921
2025-03-08,Sur,Hogar,98,72970,7151060
2024-05-06,Sur,Hogar,74,88573,6554402
2024-11-17,Centro,Vestuario,200,58322,11664400
2023-07-13,Sur,Vestuario,157,36963,5803191
2023-11-24,Sur,Hogar,86,113815,9788090
2025-10-25,Sur,Electrodomesticos,59,197995,11681705
2024-01-02,Centro,Electrodomesticos,95,200609,19057855
2024-03-09,Norte,Electrodomesticos,25,151384,3784600
2025-05-08,Norte,Deportes,72,67212,4839264
2024-07-22,Centro,Hogar,86,101062,8691332
2024-09-13,Norte,Vestuario,106,43357,4595842
2025-04-12,Centro,Vestuario,195,49428,9638460
2024-05-08,Sur,Tecnologia,122,126274,15405428
2025-09-12,Norte,Deportes,74,71394,5283156
2024-09-04,Sur,Electrodomesticos,39,160770,6270030
2024-05-04,Centro,Tecnologia,139,183495,25505805
2023-04-14,Norte,Vestuario,131,52770,6912870
2023-12-30,Centro,Deportes,105,82929,8707545
2023-06-30,Centro,Vestuario,205,59023,12099715
2023-01-04,Norte,Hogar,60,76707,4602420
2023-10-24,Sur,Hogar,61,98533,6010513
2025-11-04,Sur,Tecnologia,139,125338,17421982
2025-08-24,Centro,Hogar,126,106720,13446720
2024-12-08,Sur,Electrodomesticos,16,148733,2379728
2023-05-10,Sur,Electrodomesticos,88,162619,14310472
2023-03-29,Centro,Electrodomesticos,69,181583,12529227
2023-11-25,Norte,Vestuario,118,49132,5797576
2025-10-29,Sur,Hogar,112,112245,12571440
2024-12-27,Norte,Vestuario,124,40717,5048908
2024-07-05,Sur,Vestuario,149,44096,6570304
2023-10-13,Centro,Electrodomesticos,36,143262,5157432
2024-03-15,Sur,Electrodomesticos,81,145396,11777076
2025-04-21,Centro,Vestuario,195,41862,8163090
2023-02-07,Sur,Vestuario,132,47603,6283596
2024-12-31,Norte,Vestuario,131,37589,4924159
2024-04-08,Sur,Deportes,62,41335,2562770
2025-04-19,Norte,Deportes,69,57066,3937554
2025-09-17,Norte,Tecnologia,92,176559,16243428
2025-12-26,Norte,Deportes,85,67604,5746340
2025-08-12,Sur,Hogar,104,88487,9202648
2025-02-27,Norte,Tecnologia,121,197672,23918312
2024-09-27,Centro,Electrodomesticos,64,73080,4677120
2025-10-01,Centro,Electrodomesticos,81,140471,11378151
2024-03-31,Sur,Electrodomesticos,60,132847,7970820
2023-04-04,Centro,Vestuario,170,52028,8844760
2024-07-11,Sur,Electrodomesticos,52,178712,9293024
2025-08-08,Norte,Tecnologia,99,188419,18653481
2025-09-23,Sur,Deportes,49,65827,3225523
2023-11-01,Centro,Deportes,114,76106,8676084
2023-05-14,Sur,Tecnologia,118,176719,20852842
2024-06-05,Sur,Electrodomesticos,42,146703,6161526
2023-12-29,Centro,Deportes,105,57113,5996865
2025-09-22,Centro,Tecnologia,136,215326,29284336
2023-07-04,Centro,Deportes,91,68826,6263166
2025-12-12,Centro,Deportes,112,62680,7020160
2024-08-12,Norte,Vestuario,95,45166,4290770
2023-02-15,Sur,Electrodomesticos,74,151209,11189466
2024-01-02,Norte,Deportes,62,71980,4462760
2023-01-11,Norte,Deportes,55,78173,4299515
2024-05-18,Sur,Vestuario,152,56030,8516560
2025-08-19,Norte,Tecnologia,102,162043,16528386
2023-02-01,Centro,Electrodomesticos,108,148300,16016400
2024-05-04,Sur,Vestuario,136,42958,5842288
2024-09-22,Sur,Deportes,71,58979,4187509
2023-06-12,Sur,Hogar,75,99804,7485300
2025-12-06,Norte,Tecnologia,106,151472,16056032
2025-12-03,Centro,Tecnologia,154,170140,26201560
2023-05-16,Norte,Hogar,69,90845,6268305
2024-11-09,Norte,Tecnologia,91,182440,16602040
2025-11-10,Sur,Vestuario,189,47304,8940456
2023-03-18,Centro,Vestuario,180,38587,6945660
2023-11-13,Norte,Deportes,53,57741,3060273
2023-05-30,Centro,Vestuario,176,35770,6295520
2023-05-01,Norte,Hogar,79,95095,7512505
2024-11-14,Norte,Electrodomesticos,80,172231,13778480
2025-04-01,Norte,Vestuario,107,45854,4906378
2025-06-10,Norte,Vestuario,130,46958,6104540
2023-05-17,Norte,Electrodomesticos,96,154815,14862240
2024-10-13,Norte,Vestuario,111,42134,4676874
2025-06-10,Sur,Vestuario,117,50731,5935527
2023-06-11,Sur,Electrodomesticos,33,153238,5056854
2024-03-03,Sur,Tecnologia,126,201894,25438644
2023-04-13,Sur,Tecnologia,133,181832,24183656
2023-11-16,Sur,Electrodomesticos,63,126484,7968492
2023-03-22,Sur,Hogar,67,114159,7648653
2023-01-27,Sur,Electrodomesticos,56,117595,6585320
2025-05-29,Centro,Electrodomesticos,77,171945,13239765
2024-04-29,Norte,Electrodomesticos,57,127647,7275879
2023-03-31,Centro,Electrodomesticos,36,170487,6137532
2024-04-19,Norte,Vestuario,117,44974,5261958
2023-05-12,Norte,Vestuario,141,40421,5699361
2025-06-06,Centro,Hogar,123,54522,6706206
2024-05-09,Sur,Vestuario,186,44065,8196090
2025-09-12,Centro,Tecnologia,164,133702,21927128
2025-07-26,Sur,Vestuario,143,58872,8418696
2023-10-26,Sur,Hogar,105,94838,9957990
2023-04-02,Norte,Tecnologia,69,137991,9521379
2025-07-21,Sur,Hogar,101,83619,8445519
2025-02-20,Centro,Tecnologia,148,203551,30125548
2024-01-07,Centro,Hogar,99,102744,10171656
2024-02-26,Centro,Deportes,83,61638,5115954
2023-01-06,Norte,Tecnologia,103,206733,21293499
2025-09-28,Norte,Hogar,83,64897,5386451
2024-11-02,Norte,Vestuario,134,49254,6600036
2025-01-01,Centro,Deportes,105,68629,7206045
2024-04-29,Norte,Hogar,59,62691,3698769
2023-12-15,Norte,Electrodomesticos,86,163774,14084564
2023-03-10,Norte,Tecnologia,96,186615,17915040
2024-10-26,Sur,Deportes,53,58941,3123873
2024-09-23,Sur,Electrodomesticos,69,181697,12537093
2024-09-06,Norte,Electrodomesticos,60,151612,9096720
2025-11-20,Sur,Hogar,75,93912,7043400
2023-06-17,Sur,Tecnologia,150,194176,29126400
2025-11-15,Sur,Vestuario,149,30822,4592478
2025-11-18,Centro,Tecnologia,108,177991,19223028
2023-02-18,Centro,Electrodomesticos,58,161979,9394782
2025-10-07,Centro,Deportes,55,81688,4492840
2024-09-12,Centro,Deportes,132,73352,9682464
2024-09-01,Centro,Vestuario,169,42975,7262775
2024-12-01,Centro,Deportes,45,73174,3292830
2024-08-04,Centro,Deportes,99,47226,4675374
2024-11-25,Sur,Tecnologia,103,208874,21514022
2024-02-26,Norte,Electrodomesticos,35,189019,6615665
2024-11-17,Centro,Hogar,123,100451,12355473
2024-09-25,Sur,Hogar,112,100666,11274592
2024-07-31,Centro,Electrodomesticos,46,173401,7976446
2025-01-04,Centro,Vestuario,154,36831,5671974
2024-07-12,Norte,Vestuario,136,44985,6117960
2024-03-01,Centro,Electrodomesticos,27,153245,4137615
2025-09-24,Sur,Electrodomesticos,80,112119,8969520
2023-12-18,Norte,Deportes,51,75368,3843768
2025-10-03,Norte,Vestuario,136,50184,6825024
2023-01-19,Sur,Tecnologia,108,140446,15168168
2024-12-31,Norte,Tecnologia,90,196780,17710200
2023-05-21,Centro,Electrodomesticos,38,178535,6784330
2025-02-08,Centro,Tecnologia,154,227440,35025760
2025-04-24,Sur,Deportes,81,58973,4776813
2025-10-08,Centro,Deportes,105,64114,6731970
2023-04-02,Sur,Electrodomesticos,16,187184,2994944
2025-08-10,Sur,Hogar,108,108251,11691108
2025-10-11,Centro,Electrodomesticos,119,157186,18705134
2025-11-25,Norte,Hogar,90,93851,8446590
2025-07-03,Centro,Hogar,132,67042,8849544
2023-06-24,Sur,Vestuario,169,40872,6907368
2024-07-31,Sur,Electrodomesticos,27,161144,4350888
2025-03-18,Sur,Vestuario,132,50955,6726060
2024-03-20,Norte,Deportes,55,60672,3336960
2023-07-19,Norte,Vestuario,128,57054,7302912
2023-03-26,Norte,Hogar,104,71182,7402928
2024-12-01,Norte,Hogar,62,108681,6738222
2024-02-06,Centro,Deportes,97,80930,7850210
2023-06-19,Sur,Vestuario,161,41851,6738011
2025-08-07,Sur,Hogar,80,61565,4925200
2024-06-03,Centro,Hogar,126,121920,15361920
2023-05-02,Sur,Electrodomesticos,61,169883,10362863
2023-06-24,Norte,Vestuario,139,42078,5848842
2023-01-20,Sur,Electrodomesticos,102,143478,14634756
2023-10-23,Sur,Deportes,88,63770,5611760
2025-05-31,Sur,Vestuario,106,45699,4844094
2025-04-11,Norte,Vestuario,111,30920,3432120
2023-10-17,Norte,Electrodomesticos,17,151002,2567034
2023-03-30,Centro,Deportes,109,43744,4768096
2025-01-15,Centro,Hogar,138,99870,13782060
2024-05-10,Centro,Tecnologia,153,236887,36243711
2025-09-28,Sur,Tecnologia,125,210782,26347750
2023-06-02,Sur,Deportes,88,63098,5552624
2025-11-03,Norte,Vestuario,152,58722,8925744
2024-08-09,Centro,Vestuario,185,40605,7511925
2024-05-14,Norte,Electrodomesticos,52,124181,6457412
2024-05-16,Sur,Electrodomesticos,91,105532,9603412
2023-02-06,Sur,Tecnologia,105,105740,11102700
2024-10-07,Sur,Vestuario,94,52371,4922874
2024-01-26,Centro,Tecnologia,156,196530,30658680
2023-08-08,Sur,Hogar,58,84791,4917878
2024-05-07,Centro,Electrodomesticos,39,132780,5178420
2023-10-25,Centro,Deportes,117,59655,6979635
2023-03-30,Sur,Hogar,109,95210,10377890
2023-08-28,Norte,Electrodomesticos,80,142925,11434000
2025-11-28,Norte,Electrodomesticos,54,149213,8057502
2023-02-21,Norte,Electrodomesticos,67,184646,12371282
2025-10-05,Norte,Vestuario,127,44196,5612892
2023-10-14,Norte,Hogar,73,83777,6115721
2024-12-05,Norte,Hogar,74,87440,6470560
2025-01-06,Centro,Hogar,93,91590,8517870
2025-04-09,Sur,Electrodomesticos,79,181927,14372233
2023-05-13,Norte,Hogar,76,70067,5325092
2025-11-28,Centro,Hogar,137,80839,11074943
2025-03-28,Centro,Tecnologia,136,158335,21533560
2025-04-19,Sur,Tecnologia,134,177839,23830426
2023-08-30,Sur,Deportes,52,58937,3064724
2023-05-03,Centro,Deportes,16,59687,954992
2023-04-16,Sur,Electrodomesticos,42,103185,4333770
2025-04-18,Sur,Hogar,84,88696,7450464
2025-08-11,Norte,Deportes,70,68344,4784080
2025-08-28,Centro,Hogar,101,65248,6590048
2025-05-22,Centro,Vestuario,154,43567,6709318
2023-02-24,Sur,Deportes,80,54114,4329120
2023-12-07,Norte,Tecnologia,109,222592,24262528
2023-08-30,Sur,Electrodomesticos,60,106773,6406380
2025-09-06,Sur,Electrodomesticos,51,179081,9133131
2024-05-30,Sur,Deportes,65,68534,4454710
2023-12-06,Centro,Electrodomesticos,98,185750,18203500
2024-07-25,Sur,Electrodomesticos,25,156755,3918875
2023-02-08,Centro,Hogar,88,89552,7880576
2023-12-14,Norte,Vestuario,151,41430,6255930
2025-03-07,Sur,Hogar,92,83755,7705460
2024-10-20,Norte,Hogar,85,109553,9312005
2023-08-20,Sur,Electrodomesticos,19,150595,2861305
2023-06-27,Centro,Electrodomesticos,65,125710,8171150
2025-12-12,Centro,Vestuario,174,31300,5446200
2023-12-04,Norte,Tecnologia,80,149745,11979600
2023-10-27,Norte,Vestuario,130,43815,5695950
2025-12-11,Norte,Electrodomesticos,61,171854,10483094
2024-08-03,Centro,Electrodomesticos,80,197782,15822560
2025-06-29,Centro,Hogar,104,77652,8075808
2023-11-06,Norte,Deportes,56,78836,4414816
2023-09-21,Sur,Electrodomesticos,72,127505,9180360
2024-10-20,Norte,Electrodomesticos,45,150696,6781320
2023-04-06,Centro,Tecnologia,127,236145,29990415
2024-01-09,Norte,Electrodomesticos,56,158188,8858528
2025-01-10,Centro,Electrodomesticos,5,163232,816160
2024-01-07,Centro,Tecnologia,162,190568,30872016
2023-11-07,Centro,Electrodomesticos,119,141745,16867655
2024-09-05,Centro,Vestuario,201,41925,8426925
2024-07-10,Sur,Vestuario,152,42263,6423976
2025-06-26,Centro,Deportes,106,67957,7203442
2023-03-26,Norte,Tecnologia,77,187728,14455056
