fecha,categoria,region,segmento,ventas,beneficio
2023-04-26,Deportes,Sur,Retail,85773,26625
2023-02-08,Electrodomesticos,Sur,Retail,141894,25465
2023-03-08,Vestuario,Norte,Empresa,58900,20886
2023-01-26,Electrodomesticos,Sur,Retail,233172,48156
2024-09-23,Tecnologia,Norte,Retail,260430,54640
2024-03-30,Hogar,Norte,Empresa,163458,46947
2024-10-24,Vestuario,Norte,Retail,66155,26184
2024-03-18,Electrodomesticos,Sur,Empresa,183748,32016
2023-03-17,Electrodomesticos,Norte,Empresa,142729,28432
2023-03-23,Electrodomesticos,Centro,Retail,175666,36415
2023-01-27,Tecnologia,Norte,Empresa,148683,38671
2023-12-28,Vestuario,Norte,Retail,33801,13461
2023-04-05,Electrodomesticos,Centro,Retail,232935,36839
2024-08-20,Hogar,Sur,Retail,101057,21832
2024-07-29,Hogar,Norte,Empresa,71742,21748
2024-03-10,Hogar,Centro,Retail,132895,36134
2024-03-02,Deportes,Sur,Empresa,40659,12729
2024-09-13,Deportes,Centro,Empresa,108931,27622
2023-11-19,Hogar,Norte,Empresa,119566,36617
2024-04-05,Vestuario,Centro,Empresa,41292,15443
2024-06-24,Deportes,Norte,Empresa,38485,11917
2023-05-12,Electrodomesticos,Centro,Retail,80190,13786
2023-04-21,Tecnologia,Centro,Retail,144698,31673
2023-10-08,Electrodomesticos,Centro,Empresa,196637,38204
2024-08-14,Tecnologia,Centro,Empresa,166501,34237
2023-05-02,Tecnologia,Centro,Empresa,156565,35167
2023-08-24,Tecnologia,Sur,Empresa,243742,65305
2023-05-25,Tecnologia,Centro,Empresa,136048,31843
2024-10-04,Tecnologia,Norte,Retail,129825,34549
2024-10-05,Deportes,Sur,Retail,70822,20988
2023-12-25,Vestuario,Sur,Retail,47366,13389
2023-03-23,Electrodomesticos,Sur,Retail,150453,31188
2024-05-24,Tecnologia,Norte,Empresa,165993,41774
2023-12-24,Hogar,Norte,Retail,133483,40134
2023-03-11,Deportes,Centro,Retail,78335,21170
2024-10-19,Vestuario,Centro,Retail,62697,20300
2024-04-13,Deportes,Norte,Empresa,104827,33250
2024-09-27,Hogar,Centro,Empresa,104727,28774
2023-09-04,Hogar,Norte,Retail,13852,3909
2023-03-28,Electrodomesticos,Norte,Empresa,240040,48292
2024-11-22,Hogar,Centro,Empresa,114269,40223
2023-01-17,Deportes,Norte,Retail,89094,30077
2024-08-23,Hogar,Sur,Empresa,90650,26997
2023-04-16,Hogar,Norte,Retail,138687,38450
2024-03-19,Vestuario,Centro,Retail,33138,11145
2023-12-04,Tecnologia,Sur,Empresa,116877,25295
2023-02-02,Tecnologia,Centro,Retail,100485,21122
2023-02-11,Hogar,Norte,Retail,45491,12565
2024-01-27,Tecnologia,Sur,Retail,220685,39321
2024-06-27,Vestuario,Sur,Empresa,54785,18407
2023-03-11,Vestuario,Sur,Retail,39735,11548
2023-04-29,Electrodomesticos,Centro,Empresa,213792,39420
2023-06-18,Electrodomesticos,Norte,Retail,107955,21536
2023-09-16,Electrodomesticos,Sur,Empresa,10000,2162
2023-11-06,Electrodomesticos,Centro,Retail,193600,22986
2024-01-05,Tecnologia,Centro,Retail,197254,47591
2024-11-26,Deportes,Sur,Retail,95431,27445
2023-06-01,Deportes,Norte,Retail,116373,37912
2023-03-01,Deportes,Centro,Retail,83665,23923
2024-11-11,Tecnologia,Sur,Retail,109055,23971
2024-09-17,Deportes,Centro,Retail,58782,16716
2024-03-03,Electrodomesticos,Centro,Retail,183692,27385
2023-09-18,Vestuario,Centro,Empresa,54656,18854
2024-11-19,Tecnologia,Centro,Empresa,239238,60271
2024-07-21,Hogar,Centro,Retail,62585,15962
2023-06-08,Vestuario,Sur,Empresa,51271,16038
2024-01-18,Tecnologia,Centro,Retail,161989,36980
2024-02-09,Tecnologia,Norte,Retail,308597,66122
2024-08-05,Electrodomesticos,Norte,Retail,175429,32788
2024-08-30,Hogar,Centro,Retail,106619,25817
2023-09-01,Deportes,Sur,Empresa,59747,18920
2024-11-02,Tecnologia,Centro,Retail,144500,27717
2023-05-16,Electrodomesticos,Sur,Retail,201456,32316
2024-11-10,Electrodomesticos,Sur,Retail,107514,21965
2023-05-01,Deportes,Norte,Retail,40876,11579
2023-07-16,Hogar,Sur,Empresa,81048,16860
2024-12-20,Deportes,Sur,Empresa,57291,17519
2023-09-22,Deportes,Sur,Retail,86615,24747
2024-04-25,Tecnologia,Sur,Retail,196953,43265
2024-02-11,Vestuario,Centro,Empresa,18252,6214
2023-05-12,Tecnologia,Sur,Retail,252298,66248
2024-05-14,Deportes,Sur,Retail,64474,18736
2024-08-15,Vestuario,Centro,Retail,46181,17234
2023-10-01,Deportes,Centro,Empresa,64662,19711
2023-01-17,Hogar,Sur,Retail,119420,44282
2023-03-22,Vestuario,Sur,Empresa,19590,6571
2024-11-24,Electrodomesticos,Sur,Retail,35539,7100
2024-05-21,Electrodomesticos,Sur,Empresa,195812,37386
2024-10-26,Vestuario,Centro,Retail,24456,8036
2024-07-30,Tecnologia,Sur,Retail,152415,30818
2023-06-05,Deportes,Centro,Retail,80875,24645
2024-06-29,Tecnologia,Centro,Retail,168713,37474
2023-07-31,Hogar,Sur,Retail,114298,28970
2023-09-27,Tecnologia,Norte,Empresa,95138,25049
2024-11-01,Hogar,Norte,Retail,129902,31102
2023-05-17,Deportes,Norte,Retail,52796,15272
2024-09-15,Deportes,Centro,Empresa,40114,11389
2024-10-08,Electrodomesticos,Sur,Empresa,300601,59151
2023-10-20,Tecnologia,Centro,Empresa,230539,50438
2024-10-01,Hogar,Centro,Empresa,105766,25220
2024-10-08,Electrodomesticos,Sur,Retail,225458,36503
2024-02-21,Electrodomesticos,Sur,Retail,153684,26609
2024-11-03,Tecnologia,Centro,Empresa,218000,42818
2023-10-27,Hogar,Sur,Retail,72941,18691
2023-04-06,Deportes,Centro,Empresa,35685,10720
2023-11-16,Electrodomesticos,Centro,Retail,244017,51452
2024-11-13,Deportes,Centro,Retail,82598,26931
2023-06-09,Deportes,Norte,Retail,40835,13082
2024-05-14,Electrodomesticos,Centro,Retail,115599,20155
2024-06-16,Electrodomesticos,Centro,Empresa,206163,30246
2024-10-11,Hogar,Centro,Empresa,101314,28799
2023-01-31,Hogar,Centro,Retail,45996,13081
2024-01-07,Electrodomesticos,Sur,Retail,206118,33426
2023-06-12,Electrodomesticos,Centro,Empresa,320734,64357
2023-06-06,Deportes,Sur,Empresa,66706,18755
2023-02-14,Hogar,Centro,Retail,140216,41473
2024-03-02,Tecnologia,Centro,Retail,212255,46179
2023-03-18,Deportes,Norte,Empresa,55947,17174
2024-10-24,Deportes,Norte,Retail,67090,20130
2024-01-22,Electrodomesticos,Sur,Retail,116699,21936
2023-06-30,Tecnologia,Centro,Retail,277689,53569
2024-08-31,Vestuario,Sur,Retail,48589,16740
2024-04-04,Electrodomesticos,Centro,Retail,244861,44669
2023-10-25,Tecnologia,Norte,Retail,152034,35441
2023-03-10,Electrodomesticos,Centro,Empresa,86497,16839
2024-03-08,Electrodomesticos,Sur,Empresa,169311,34749
2023-09-11,Tecnologia,Norte,Retail,78538,17465
2024-04-30,Tecnologia,Centro,Empresa,132031,33413
2024-04-09,Tecnologia,Centro,Retail,292228,62537
2023-10-31,Vestuario,Norte,Retail,33889,13589
2023-01-25,Electrodomesticos,Norte,Retail,217335,40841
2023-03-13,Deportes,Sur,Empresa,61285,17287
2023-09-29,Tecnologia,Centro,Empresa,61502,13494
2024-06-02,Electrodomesticos,Norte,Retail,270593,44443
2024-09-12,Hogar,Centro,Empresa,101170,30109
2023-09-17,Vestuario,Norte,Empresa,58863,18529
2023-08-28,Vestuario,Norte,Retail,28245,9170
2024-10-02,Vestuario,Centro,Retail,55333,20072
2023-11-05,Hogar,Sur,Empresa,44537,12932
2023-07-20,Hogar,Sur,Retail,108070,30541
2024-10-02,Deportes,Norte,Empresa,60843,17335
2024-08-01,Hogar,Centro,Empresa,77160,22719
2024-11-15,Deportes,Norte,Empresa,28591,9718
2023-08-11,Electrodomesticos,Sur,Retail,10000,1723
2023-09-18,Hogar,Sur,Retail,81535,20982
2023-08-19,Electrodomesticos,Sur,Retail,177873,29537
2023-07-16,Vestuario,Norte,Empresa,71316,25321
2023-05-23,Tecnologia,Norte,Empresa,137478,28108
2023-11-10,Vestuario,Norte,Empresa,43730,14705
2024-06-21,Deportes,Norte,Empresa,52387,13862
2024-04-22,Tecnologia,Sur,Empresa,231228,52344
2023-06-07,Tecnologia,Centro,Retail,214651,42960
2023-01-16,Vestuario,Sur,Retail,43129,11406
2024-02-07,Hogar,Centro,Retail,101134,24024
2023-07-04,Tecnologia,Norte,Retail,207082,49746
2023-05-08,Vestuario,Sur,Retail,56718,19874
2024-05-21,Electrodomesticos,Centro,Empresa,129455,26297
2023-04-19,Deportes,Centro,Retail,89582,29201
2024-11-02,Vestuario,Centro,Retail,68754,24305
2023-11-02,Electrodomesticos,Norte,Empresa,96065,18124
2024-04-13,Tecnologia,Norte,Empresa,245014,56358
2024-05-29,Deportes,Sur,Empresa,58855,17670
2024-07-25,Deportes,Norte,Empresa,73986,22151
2024-04-16,Tecnologia,Centro,Empresa,214630,47668
2023-07-07,Electrodomesticos,Centro,Empresa,212581,41378
2024-02-14,Vestuario,Norte,Empresa,53163,20702
2023-03-15,Vestuario,Sur,Empresa,58692,19774
2023-04-16,Tecnologia,Centro,Retail,147789,30817
2023-08-20,Hogar,Sur,Empresa,108038,25416
2024-08-02,Electrodomesticos,Sur,Retail,68011,11761
2024-05-28,Deportes,Centro,Empresa,89605,28602
2024-09-07,Deportes,Centro,Empresa,39228,10687
2024-06-12,Hogar,Norte,Empresa,85120,21291
2023-06-05,Vestuario,Sur,Retail,31329,11630
2024-06-01,Deportes,Norte,Retail,62867,22892
2023-09-10,Deportes,Centro,Retail,60847,16971
2023-02-27,Vestuario,Sur,Retail,44594,15524
2024-06-23,Deportes,Centro,Empresa,58796,17753
2023-05-18,Deportes,Centro,Retail,91615,28175
2023-08-24,Tecnologia,Sur,Empresa,145202,31633
2024-10-16,Hogar,Sur,Retail,88262,18226
2023-03-29,Hogar,Sur,Empresa,102794,31333
2024-08-22,Electrodomesticos,Norte,Retail,205639,38268
2024-11-23,Deportes,Sur,Retail,82963,25339
2023-03-05,Vestuario,Sur,Empresa,21688,8095
2024-09-01,Hogar,Sur,Empresa,91736,24009
2024-05-12,Hogar,Sur,Retail,102889,31602
2023-08-14,Electrodomesticos,Norte,Retail,189597,35889
2023-10-21,Deportes,Norte,Retail,36593,11394
2024-04-06,Vestuario,Norte,Retail,51193,15416
2023-01-31,Tecnologia,Sur,Retail,168687,40330
2023-09-05,Vestuario,Centro,Empresa,60990,24661
2024-07-20,Electrodomesticos,Sur,Retail,85317,13967
2023-01-07,Hogar,Centro,Empresa,134516,42962
2023-11-14,Vestuario,Sur,Retail,45065,16718
2024-07-27,Deportes,Norte,Empresa,52937,16186
2023-10-19,Electrodomesticos,Centro,Empresa,142889,22490
2024-04-01,Electrodomesticos,Sur,Retail,85213,15867
2024-06-03,Deportes,Centro,Empresa,39386,13323
2024-06-05,Electrodomesticos,Sur,Retail,87107,13637
2023-11-17,Tecnologia,Norte,Empresa,246528,50607
2024-09-05,Vestuario,Sur,Retail,60319,18595
2024-02-14,Deportes,Norte,Empresa,67635,21175
2023-04-08,Electrodomesticos,Sur,Retail,119561,18258
2023-03-13,Vestuario,Centro,Empresa,59520,21006
2024-11-09,Electrodomesticos,Centro,Empresa,220648,44033
2023-10-18,Hogar,Sur,Empresa,77565,19874
2023-07-21,Tecnologia,Sur,Retail,122198,35330
2024-06-01,Deportes,Norte,Retail,35660,10403
2024-03-29,Electrodomesticos,Norte,Empresa,193351,29887
2023-05-25,Tecnologia,Sur,Empresa,208751,42793
2023-02-12,Hogar,Norte,Retail,85073,24246
2023-12-25,Tecnologia,Centro,Retail,120700,25889
2024-07-21,Tecnologia,Centro,Retail,112323,28107
2023-02-19,Tecnologia,Sur,Empresa,244885,55513
2023-10-22,Vestuario,Sur,Retail,69754,21969
2023-11-13,Electrodomesticos,Sur,Retail,101339,17442
2023-11-16,Electrodomesticos,Norte,Empresa,99661,15717
2023-10-13,Vestuario,Sur,Retail,27983,11248
2023-11-17,Electrodomesticos,Sur,Empresa,173168,30416
2024-12-06,Deportes,Norte,Retail,58786,16145
2023-01-15,Vestuario,Centro,Retail,30474,10495
2023-10-01,Deportes,Sur,Empresa,76256,24638
2023-04-17,Hogar,Centro,Retail,136131,37307
2023-07-28,Deportes,Centro,Empresa,86879,24470
2024-09-02,Hogar,Sur,Retail,92441,26090
2023-04-05,Tecnologia,Sur,Retail,197765,40335
2024-10-10,Tecnologia,Norte,Empresa,139469,26845
2024-05-30,Vestuario,Norte,Empresa,32589,9820
2023-06-10,Tecnologia,Norte,Retail,153818,35509
2024-09-21,Tecnologia,Sur,Retail,209733,51487
2024-07-04,Tecnologia,Sur,Retail,170579,42263
2024-12-24,Deportes,Sur,Empresa,80787,31688
2024-09-19,Electrodomesticos,Norte,Empresa,175309,30334
2023-04-27,Hogar,Centro,Retail,69701,20589
2023-01-27,Deportes,Norte,Retail,83749,27199
2024-07-21,Hogar,Centro,Retail,88290,22133
2024-09-15,Hogar,Centro,Retail,117696,29157
2024-04-06,Tecnologia,Sur,Retail,177016,39747
2024-12-21,Hogar,Sur,Empresa,118109,23989
2023-07-09,Tecnologia,Centro,Empresa,237417,52666
2024-04-19,Deportes,Centro,Empresa,42316,13746
2023-08-05,Electrodomesticos,Centro,Empresa,129078,21181
2023-07-07,Hogar,Centro,Retail,78346,21202
2024-02-24,Hogar,Centro,Empresa,95221,28055
2023-01-23,Electrodomesticos,Centro,Retail,64923,11280
2024-01-28,Deportes,Centro,Retail,60862,17855
2024-04-29,Deportes,Norte,Retail,83722,27345
2024-04-05,Electrodomesticos,Sur,Retail,201856,35956
2023-01-25,Hogar,Centro,Empresa,91953,24742
2024-11-18,Electrodomesticos,Centro,Empresa,169054,29182
2023-06-17,Deportes,Norte,Retail,34614,9129
2023-08-20,Electrodomesticos,Sur,Retail,164241,27286
2023-07-09,Vestuario,Centro,Retail,43071,15177
2024-11-02,Vestuario,Norte,Retail,41211,15778
2024-11-25,Hogar,Centro,Empresa,165270,48454
2024-09-24,Hogar,Norte,Retail,163286,41631
2023-07-10,Deportes,Centro,Retail,69779,18420
2023-02-07,Vestuario,Norte,Retail,40272,13885
2024-08-26,Deportes,Centro,Empresa,57640,16114
2023-02-16,Electrodomesticos,Sur,Empresa,224486,38978
2024-02-23,Tecnologia,Sur,Empresa,83360,19676
2023-07-17,Hogar,Norte,Retail,129429,39015
2024-07-08,Hogar,Centro,Empresa,110252,23075
2023-06-17,Vestuario,Norte,Retail,36690,12665
2024-04-07,Hogar,Centro,Empresa,65564,20598
2023-11-17,Hogar,Centro,Retail,107312,28496
2023-01-27,Electrodomesticos,Norte,Retail,141850,24448
2023-08-24,Electrodomesticos,Sur,Retail,190261,32443
2024-05-09,Vestuario,Sur,Retail,42793,12254
2024-03-07,Hogar,Norte,Empresa,104954,24861
2024-12-28,Vestuario,Centro,Empresa,52128,20819
2024-08-03,Vestuario,Centro,Retail,52310,13904
2023-11-23,Hogar,Centro,Empresa,112579,27521
2024-06-15,Tecnologia,Centro,Retail,111707,26552
2024-01-10,Vestuario,Norte,Retail,51307,19794
2024-10-16,Deportes,Norte,Empresa,62372,18047
2023-09-04,Tecnologia,Sur,Empresa,115008,23238
2024-04-17,Tecnologia,Centro,Retail,211574,34977
2023-02-21,Tecnologia,Norte,Retail,144434,31955
2023-07-31,Tecnologia,Norte,Empresa,345383,74685
2023-08-27,Deportes,Norte,Empresa,114640,39180
2024-02-16,Hogar,Norte,Empresa,154875,43941
2024-06-19,Tecnologia,Norte,Empresa,167826,42013
2023-10-07,Vestuario,Sur,Retail,45312,18434
2023-04-10,Deportes,Sur,Retail,83551,22061
2023-04-29,Electrodomesticos,Sur,Empresa,102393,18916
2023-08-19,Hogar,Norte,Retail,89464,29183
2024-11-11,Tecnologia,Centro,Empresa,203192,40117
2024-10-24,Hogar,Norte,Retail,34776,9060
2023-04-06,Deportes,Norte,Retail,50854,16092
2024-01-26,Hogar,Sur,Empresa,100039,26463
2024-06-08,Tecnologia,Centro,Retail,214894,42865
2024-04-19,Vestuario,Sur,Retail,64101,26043
2023-12-23,Hogar,Centro,Empresa,48768,14316
2023-08-15,Hogar,Centro,Retail,62883,17853
2023-10-28,Deportes,Norte,Retail,39675,13811
2024-06-11,Electrodomesticos,Sur,Empresa,230803,39033
2024-10-28,Tecnologia,Sur,Retail,192589,39148
2023-09-26,Electrodomesticos,Norte,Empresa,77795,12835
2024-03-04,Electrodomesticos,Centro,Retail,154623,30127
2024-03-13,Tecnologia,Centro,Retail,251115,50987
2024-01-03,Vestuario,Norte,Retail,30140,9416
2024-02-02,Electrodomesticos,Sur,Retail,214476,33040
2023-08-05,Hogar,Norte,Retail,106492,35679
2023-03-05,Electrodomesticos,Sur,Empresa,227711,40084
2024-12-15,Electrodomesticos,Sur,Retail,172080,24551
2024-05-23,Hogar,Sur,Retail,89438,26546
2023-04-02,Deportes,Norte,Retail,60609,17787
2024-04-30,Electrodomesticos,Sur,Empresa,175032,31232
2023-07-17,Hogar,Norte,Empresa,107944,27616
2023-11-28,Vestuario,Norte,Empresa,63610,21072
2024-02-22,Vestuario,Sur,Empresa,48598,17557
2023-08-18,Deportes,Sur,Retail,46988,14962
2024-03-25,Tecnologia,Sur,Empresa,74165,15717
2024-05-31,Tecnologia,Norte,Empresa,140214,28497
2023-06-24,Electrodomesticos,Sur,Retail,233468,30929
2023-09-17,Tecnologia,Centro,Empresa,198179,45900
2023-08-10,Deportes,Norte,Retail,88019,27254
2024-02-15,Deportes,Sur,Retail,79029,23640
2024-07-28,Hogar,Sur,Empresa,52356,15817
2023-12-30,Tecnologia,Norte,Empresa,282622,64624
2024-10-29,Hogar,Sur,Empresa,85491,26164
2023-03-06,Hogar,Norte,Retail,91320,28423
2024-01-16,Electrodomesticos,Centro,Retail,241092,46378
2023-05-21,Tecnologia,Norte,Retail,140267,31205
2024-05-27,Deportes,Norte,Retail,77722,25554
2023-12-28,Deportes,Norte,Retail,61417,21531
2023-01-06,Tecnologia,Norte,Retail,199245,42994
2024-04-04,Deportes,Norte,Retail,46833,15747
2023-06-01,Hogar,Centro,Empresa,69576,17409
2023-06-11,Vestuario,Sur,Empresa,78333,31273
2023-09-18,Vestuario,Sur,Retail,56586,19965
2024-02-02,Electrodomesticos,Norte,Retail,104372,20578
2024-10-10,Tecnologia,Norte,Retail,256787,59505
2024-10-10,Deportes,Norte,Retail,29250,9396
2023-01-31,Tecnologia,Norte,Empresa,192874,43742
2023-12-08,Tecnologia,Norte,Retail,127094,25651
2023-09-14,Tecnologia,Sur,Retail,302501,65665
2023-10-12,Vestuario,Centro,Empresa,23762,8648
2023-12-27,Vestuario,Centro,Empresa,23398,7934
2024-07-14,Hogar,Centro,Retail,42865,11381
2024-12-29,Electrodomesticos,Sur,Retail,145279,24934
2023-12-16,Vestuario,Sur,Retail,44028,16057
2023-09-29,Electrodomesticos,Centro,Empresa,260785,52929
2023-06-09,Electrodomesticos,Sur,Empresa,217305,42526
2023-05-17,Deportes,Norte,Retail,73969,22000
2023-09-28,Deportes,Sur,Empresa,110567,34134
2023-09-04,Deportes,Centro,Retail,48616,14276
2023-03-08,Hogar,Sur,Retail,122790,33729
2023-01-25,Hogar,Centro,Retail,74896,14575
2024-07-24,Hogar,Centro,Retail,57707,16734
2024-07-20,Hogar,Sur,Empresa,95887,24117
2023-12-29,Hogar,Sur,Empresa,122676,31492
2023-06-17,Hogar,Norte,Retail,148826,39920
2023-06-16,Hogar,Norte,Empresa,66100,19251
2024-01-13,Vestuario,Centro,Empresa,37784,14638
2023-02-24,Vestuario,Centro,Retail,69699,24040
2024-11-27,Hogar,Sur,Empresa,102325,27191
2024-11-18,Tecnologia,Sur,Retail,155644,34372
2024-11-14,Electrodomesticos,Centro,Empresa,158588,32489
2024-08-28,Tecnologia,Norte,Empresa,211322,40520
2023-09-03,Hogar,Centro,Retail,66068,19537
2023-01-16,Tecnologia,Sur,Retail,269889,68300
2024-06-09,Vestuario,Norte,Empresa,15879,5691
2024-09-05,Deportes,Centro,Empresa,100344,31891
2024-03-14,Electrodomesticos,Sur,Empresa,155931,31805
2023-07-09,Hogar,Sur,Empresa,142221,47728
2024-01-13,Vestuario,Norte,Retail,52249,17019
2023-05-08,Electrodomesticos,Norte,Retail,161177,27380
2024-08-20,Vestuario,Centro,Empresa,44295,14763
2023-01-22,Vestuario,Norte,Retail,10000,3945
2023-03-17,Electrodomesticos,Norte,Empresa,279154,42296
2023-04-28,Deportes,Sur,Empresa,23092,7079
2023-08-10,Tecnologia,Sur,Empresa,119437,23374
2023-07-02,Electrodomesticos,Sur,Empresa,98995,17214
2024-02-05,Vestuario,Norte,Empresa,48356,14987
2024-12-07,Deportes,Sur,Retail,86961,24320
2023-03-16,Electrodomesticos,Centro,Retail,174720,30710
2024-11-04,Hogar,Sur,Retail,10000,3076
2023-08-17,Deportes,Centro,Retail,55755,19204
2024-09-16,Hogar,Centro,Empresa,88326,23003
2023-07-03,Deportes,Sur,Empresa,15710,4912
2024-05-08,Hogar,Sur,Retail,84689,22960
2024-06-14,Tecnologia,Norte,Empresa,117113,24620
2023-08-02,Hogar,Centro,Empresa,125175,41271
2023-01-28,Hogar,Norte,Retail,99619,27889
2024-02-21,Vestuario,Norte,Empresa,79353,30908
2023-01-22,Tecnologia,Centro,Retail,145997,29207
2023-10-05,Hogar,Centro,Empresa,80074,25376
2024-07-13,Electrodomesticos,Norte,Empresa,195266,32226
2023-03-14,Electrodomesticos,Centro,Empresa,90492,15583
2023-11-14,Vestuario,Centro,Retail,77677,31751
2023-05-14,Tecnologia,Sur,Retail,185154,41816
2023-06-29,Hogar,Norte,Empresa,65269,16637
2023-06-07,Deportes,Norte,Retail,77059,20591
2024-07-18,Vestuario,Sur,Retail,35191,13398
2023-04-20,Electrodomesticos,Norte,Empresa,63725,11554
2024-09-30,Deportes,Norte,Empresa,58471,20126
2024-03-18,Vestuario,Norte,Empresa,56660,22047
2023-07-18,Vestuario,Centro,Empresa,38769,12976
2024-11-02,Hogar,Sur,Retail,74829,21145
2023-03-26,Vestuario,Centro,Empresa,86305,28353
2023-03-23,Hogar,Centro,Empresa,59553,15571
2024-08-01,Tecnologia,Sur,Empresa,140654,28781
2024-06-29,Tecnologia,Norte,Retail,148389,36317
2023-05-18,Hogar,Norte,Retail,93256,23729
2024-10-17,Hogar,Sur,Empresa,26537,6970
2023-02-22,Vestuario,Centro,Retail,47555,16328
2024-08-29,Hogar,Sur,Empresa,37416,6926
2024-07-15,Hogar,Sur,Retail,69225,20530
2024-01-24,Vestuario,Sur,Retail,54234,23439
2023-08-25,Tecnologia,Norte,Retail,268594,53683
2023-03-18,Vestuario,Norte,Retail,65735,20196
2024-04-14,Deportes,Norte,Empresa,98390,31012
2023-08-09,Tecnologia,Centro,Empresa,243844,54040
2024-06-02,Vestuario,Norte,Empresa,46710,14087
2024-09-19,Vestuario,Sur,Empresa,25712,8691
2024-11-22,Electrodomesticos,Norte,Empresa,137637,25208
2024-05-08,Deportes,Sur,Retail,47649,15672
2024-02-20,Electrodomesticos,Sur,Retail,186350,34568
2024-06-29,Electrodomesticos,Norte,Retail,110785,18794
2023-01-06,Vestuario,Norte,Empresa,41637,14921
2024-05-29,Deportes,Sur,Empresa,66980,22628
2023-04-14,Vestuario,Sur,Empresa,58504,22775
2024-01-04,Hogar,Sur,Retail,46426,13731
2023-12-22,Deportes,Centro,Empresa,74722,25197
2024-08-13,Tecnologia,Sur,Empresa,146627,31845
2023-06-13,Hogar,Norte,Retail,124939,37264
2023-01-12,Deportes,Centro,Empresa,31674,10548
2024-10-18,Hogar,Sur,Empresa,88461,24673
2024-02-04,Electrodomesticos,Norte,Retail,176650,36382
2024-11-08,Tecnologia,Centro,Empresa,290951,60058
2023-04-23,Deportes,Sur,Retail,32565,10443
2024-11-11,Tecnologia,Centro,Retail,161082,36592
2023-03-11,Vestuario,Centro,Empresa,67145,24389
2023-12-09,Vestuario,Centro,Empresa,46646,18782
2023-12-23,Vestuario,Centro,Empresa,48246,14150
2024-01-08,Deportes,Sur,Empresa,57365,18413
2023-04-12,Vestuario,Norte,Empresa,40376,11046
2024-11-19,Deportes,Norte,Retail,39464,10399
2024-07-15,Tecnologia,Centro,Empresa,303521,72056
2023-08-11,Deportes,Norte,Empresa,94778,21637
2023-04-06,Electrodomesticos,Norte,Retail,114328,23414
2024-02-16,Vestuario,Norte,Retail,36923,12612
2024-01-24,Tecnologia,Norte,Retail,232853,47046
2024-08-28,Deportes,Norte,Retail,57961,16532
2024-01-09,Deportes,Centro,Empresa,99386,31924
2023-05-23,Hogar,Centro,Empresa,134716,36076
2024-09-27,Tecnologia,Sur,Empresa,223095,43685
2023-09-30,Hogar,Centro,Retail,77021,21012
2024-07-06,Electrodomesticos,Sur,Empresa,198442,35163
2023-08-27,Deportes,Norte,Retail,65471,20951
2023-11-04,Deportes,Norte,Retail,54703,20139
2023-02-03,Deportes,Norte,Retail,62003,16012
2023-03-06,Vestuario,Centro,Retail,46130,15784
2023-12-29,Hogar,Centro,Empresa,166391,43738
2023-06-11,Vestuario,Centro,Empresa,57619,15745
2023-08-23,Hogar,Sur,Empresa,115762,35543
2023-05-17,Tecnologia,Sur,Empresa,151419,40418
2024-04-14,Deportes,Sur,Retail,62358,19474
2023-09-03,Tecnologia,Norte,Retail,113094,22405
2024-07-29,Electrodomesticos,Norte,Empresa,181535,25887
2023-02-01,Electrodomesticos,Norte,Retail,179976,33397
2023-04-05,Electrodomesticos,Norte,Empresa,217725,40035
2024-07-01,Electrodomesticos,Sur,Empresa,162818,23615
2023-01-24,Vestuario,Centro,Retail,36289,10764
2023-10-26,Electrodomesticos,Centro,Retail,141737,26204
2023-11-08,Electrodomesticos,Centro,Retail,166217,35771
2023-05-09,Vestuario,Norte,Retail,30421,10842
2023-06-21,Tecnologia,Norte,Empresa,138394,30800
2024-10-11,Vestuario,Norte,Retail,38221,14441
2023-02-26,Deportes,Sur,Retail,100525,25264
2024-10-09,Hogar,Centro,Retail,88889,26443
2024-04-21,Hogar,Norte,Retail,10000,2136
2023-06-24,Hogar,Centro,Retail,126189,37731
2023-11-19,Tecnologia,Sur,Retail,118030,26344
2023-10-26,Tecnologia,Centro,Empresa,41619,9655
2023-08-01,Electrodomesticos,Centro,Empresa,243398,46300
2023-08-03,Electrodomesticos,Centro,Empresa,191995,35183
2023-11-14,Hogar,Centro,Retail,96044,26116
2024-11-10,Vestuario,Centro,Retail,59679,24132
2023-03-04,Electrodomesticos,Centro,Empresa,171392,28786
2024-07-19,Deportes,Norte,Retail,76920,20176
2024-06-04,Deportes,Sur,Empresa,129072,41054
2024-05-25,Deportes,Sur,Retail,100048,33305
2023-07-22,Vestuario,Norte,Empresa,34923,13695
2023-07-08,Vestuario,Sur,Empresa,50414,15814
2023-10-28,Electrodomesticos,Centro,Empresa,229129,44274
2024-12-22,Electrodomesticos,Norte,Retail,277575,53885
2023-08-11,Hogar,Centro,Retail,92385,30379
2023-01-20,Vestuario,Centro,Retail,59836,19382
2024-10-09,Electrodomesticos,Centro,Retail,223695,40334
2023-10-08,Hogar,Centro,Empresa,84572,25996
2024-06-25,Tecnologia,Centro,Empresa,134504,30622
2023-08-30,Hogar,Centro,Empresa,107089,30246
2024-05-01,Hogar,Norte,Empresa,98545,28195
2023-05-21,Electrodomesticos,Sur,Empresa,207599,40359
2023-02-06,Tecnologia,Norte,Retail,183852,41782
2024-10-15,Hogar,Centro,Retail,65425,21756
2024-06-01,Deportes,Centro,Empresa,84653,24795
