fecha,region,categoria,canal,dispositivo,segmento_cliente,sessions,conversions,conversion_rate,unidades_vendidas,precio_promedio,ventas_monto,nps
2024-12-19,Norte,Hogar,Email,Tablet,Recurrente,392,9,0.023,10,79531,715780,46
2024-06-27,Norte,Hogar,Referido,Tablet,Recurrente,492,18,0.0366,21,77455,1394184,47
2025-12-18,Norte,Electrodomesticos,Social,Desktop,Nuevo,989,15,0.0152,21,155171,2327563,32
2025-02-07,Norte,Deportes,Social,Desktop,Nuevo,407,4,0.0098,7,60706,242822,45
2024-04-05,Sur,Hogar,Referido,Desktop,Nuevo,742,17,0.0229,17,86803,1475652,45
2024-11-26,Centro,Tecnologia,Pago,Desktop,Recurrente,1536,32,0.0208,37,189200,6054414,54
2024-04-08,Centro,Tecnologia,Organico,Mobile,Recurrente,347,4,0.0115,6,180334,721335,50
2025-02-09,Sur,Deportes,Referido,Desktop,Recurrente,447,9,0.0201,14,57770,519931,45
2025-03-25,Norte,Electrodomesticos,Email,Tablet,Recurrente,489,12,0.0245,20,176079,2112948,26
2025-12-26,Centro,Tecnologia,Social,Desktop,Recurrente,1032,25,0.0242,25,178260,4456494,38
2025-03-23,Sur,Vestuario,Organico,Mobile,Nuevo,596,15,0.0252,15,42281,634214,2
2024-12-11,Sur,Tecnologia,Pago,Tablet,Nuevo,738,18,0.0244,21,177978,3203599,50
2024-05-10,Sur,Vestuario,Social,Tablet,Recurrente,218,8,0.0367,17,42728,341824,46
2024-09-23,Sur,Hogar,Email,Tablet,Recurrente,415,13,0.0313,19,100582,1307570,55
2024-08-19,Norte,Hogar,Referido,Mobile,Nuevo,285,4,0.014,5,100683,402733,37
2024-12-30,Sur,Tecnologia,Pago,Desktop,Nuevo,447,12,0.0268,15,181971,2183655,29
2025-11-22,Centro,Electrodomesticos,Referido,Mobile,Recurrente,1156,27,0.0234,27,175477,4737874,54
2024-01-13,Norte,Deportes,Social,Tablet,Nuevo,313,7,0.0224,7,57988,405917,40
2024-12-12,Sur,Vestuario,Organico,Tablet,Recurrente,813,38,0.0467,48,48299,1835377,33
2024-02-28,Sur,Deportes,Organico,Desktop,Nuevo,1095,23,0.021,29,71087,1635000,42
2025-03-17,Sur,Deportes,Organico,Tablet,Nuevo,500,10,0.02,10,66392,663916,47
2025-06-22,Sur,Hogar,Organico,Tablet,Nuevo,813,12,0.0148,12,104364,1252373,38
2025-08-04,Centro,Tecnologia,Pago,Mobile,Nuevo,1112,15,0.0135,16,163248,2448726,28
2024-04-06,Sur,Electrodomesticos,Social,Tablet,Recurrente,264,11,0.0417,15,152017,1672187,22
2025-11-19,Norte,Deportes,Email,Mobile,Nuevo,476,13,0.0273,22,62699,815089,25
2025-10-19,Sur,Hogar,Referido,Desktop,Nuevo,213,1,0.0047,1,92898,92897,39
2024-08-03,Sur,Deportes,Referido,Mobile,Recurrente,499,15,0.0301,16,63793,956896,42
2024-01-27,Norte,Tecnologia,Referido,Desktop,Recurrente,420,7,0.0167,10,191731,1342115,46
2025-03-20,Norte,Deportes,Referido,Desktop,Nuevo,526,9,0.0171,15,55002,495016,25
2024-05-07,Sur,Electrodomesticos,Referido,Tablet,Recurrente,339,8,0.0236,11,146264,1170114,54
2024-10-23,Norte,Deportes,Pago,Mobile,Nuevo,677,10,0.0148,10,57882,578823,28
2025-01-01,Sur,Deportes,Pago,Mobile,Recurrente,1173,29,0.0247,34,60356,1750337,42
2024-07-21,Centro,Deportes,Pago,Desktop,Nuevo,1327,24,0.0181,24,60058,1441383,43
2025-05-26,Norte,Electrodomesticos,Referido,Desktop,Nuevo,443,9,0.0203,18,144524,1300713,30
2024-03-12,Sur,Hogar,Referido,Mobile,Recurrente,543,10,0.0184,10,83220,832196,50
2025-06-21,Centro,Hogar,Social,Desktop,Nuevo,1174,16,0.0136,17,81184,1298936,26
2025-02-12,Centro,Electrodomesticos,Organico,Desktop,Recurrente,1368,32,0.0234,50,128873,4123930,45
2025-08-23,Norte,Deportes,Referido,Mobile,Recurrente,566,11,0.0194,11,60640,667039,29
2024-03-20,Centro,Deportes,Pago,Mobile,Recurrente,793,27,0.034,33,74969,2024175,48
2024-11-15,Centro,Hogar,Referido,Tablet,Recurrente,238,3,0.0126,4,108931,326791,41
2025-12-14,Norte,Hogar,Referido,Mobile,Recurrente,597,13,0.0218,23,81060,1053776,51
2025-04-19,Norte,Tecnologia,Social,Tablet,Recurrente,258,5,0.0194,8,212278,1061388,30
2025-05-08,Sur,Electrodomesticos,Organico,Mobile,Recurrente,1338,24,0.0179,25,141240,3389753,37
2024-09-03,Norte,Deportes,Email,Tablet,Nuevo,321,8,0.0249,10,60377,483013,38
2025-04-24,Norte,Tecnologia,Referido,Mobile,Recurrente,408,8,0.0196,12,173795,1390360,42
2025-05-23,Norte,Tecnologia,Pago,Mobile,Nuevo,1087,15,0.0138,25,155200,2328002,40
2024-11-15,Sur,Vestuario,Social,Mobile,Recurrente,1315,36,0.0274,37,50332,1811966,45
2024-11-02,Sur,Electrodomesticos,Pago,Tablet,Recurrente,633,12,0.019,19,169969,2039631,32
2024-10-01,Sur,Hogar,Social,Mobile,Recurrente,612,12,0.0196,15,97182,1166181,42
2024-04-24,Sur,Hogar,Social,Tablet,Recurrente,853,23,0.027,23,103780,2386939,47
2025-09-11,Norte,Tecnologia,Email,Desktop,Recurrente,323,9,0.0279,13,174262,1568357,44
2025-01-02,Norte,Vestuario,Pago,Mobile,Nuevo,1292,21,0.0163,25,40247,845181,43
2024-03-05,Norte,Vestuario,Organico,Desktop,Recurrente,884,24,0.0271,31,51833,1244002,41
2024-10-27,Sur,Tecnologia,Social,Mobile,Nuevo,852,17,0.02,17,201700,3428901,26
2024-11-06,Sur,Tecnologia,Email,Desktop,Nuevo,373,8,0.0214,12,146806,1174450,41
2024-09-13,Centro,Hogar,Pago,Mobile,Nuevo,1088,18,0.0165,18,80918,1456526,50
2024-02-03,Sur,Tecnologia,Email,Mobile,Recurrente,628,19,0.0303,19,229422,4359025,62
2024-05-30,Norte,Vestuario,Social,Desktop,Nuevo,872,21,0.0241,26,52020,1092416,18
2025-05-14,Centro,Electrodomesticos,Social,Mobile,Nuevo,799,19,0.0238,19,160094,3041785,35
2024-10-24,Norte,Tecnologia,Social,Desktop,Nuevo,751,15,0.02,26,201206,3018092,22
2025-04-04,Norte,Tecnologia,Social,Mobile,Nuevo,646,10,0.0155,10,181104,1811036,23
2025-03-15,Norte,Electrodomesticos,Social,Tablet,Recurrente,281,7,0.0249,8,173353,1213473,25
2024-08-29,Sur,Electrodomesticos,Social,Mobile,Nuevo,1148,18,0.0157,18,151897,2734138,54
2025-04-09,Centro,Hogar,Social,Desktop,Recurrente,841,11,0.0131,12,106261,1168868,36
2024-12-17,Norte,Tecnologia,Email,Tablet,Recurrente,497,13,0.0262,13,161357,2097636,42
2025-10-29,Norte,Deportes,Referido,Desktop,Nuevo,374,3,0.008,3,62300,186901,31
2025-05-23,Norte,Tecnologia,Referido,Desktop,Recurrente,427,7,0.0164,7,187458,1312206,45
2025-07-31,Centro,Hogar,Referido,Tablet,Recurrente,226,9,0.0398,9,92918,836259,48
2025-10-06,Centro,Hogar,Organico,Mobile,Nuevo,1364,15,0.011,18,93214,1398210,42
2024-07-24,Norte,Electrodomesticos,Organico,Tablet,Nuevo,482,9,0.0187,9,171256,1541304,25
2024-07-30,Centro,Vestuario,Organico,Tablet,Recurrente,952,32,0.0336,32,45866,1467716,58
2024-07-31,Centro,Hogar,Organico,Tablet,Recurrente,847,16,0.0189,16,88491,1415858,47
2024-07-30,Sur,Hogar,Organico,Mobile,Recurrente,855,15,0.0175,17,124817,1872252,50
2024-05-02,Norte,Vestuario,Pago,Tablet,Recurrente,422,14,0.0332,15,53396,747550,43
2025-02-20,Sur,Vestuario,Email,Tablet,Recurrente,468,15,0.0321,18,54888,823320,31
2025-06-05,Centro,Vestuario,Organico,Desktop,Recurrente,1032,12,0.0116,15,47335,568025,29
2024-02-08,Centro,Vestuario,Email,Desktop,Nuevo,589,11,0.0187,11,54985,604835,32
2025-04-11,Sur,Electrodomesticos,Pago,Tablet,Nuevo,358,4,0.0112,4,170194,680775,12
2024-07-05,Norte,Deportes,Referido,Desktop,Recurrente,368,6,0.0163,6,54237,325421,44
2024-09-22,Centro,Tecnologia,Pago,Desktop,Recurrente,790,19,0.0241,26,205427,3903112,46
2025-12-20,Centro,Electrodomesticos,Email,Tablet,Recurrente,698,18,0.0258,25,163029,2934527,29
2025-10-23,Norte,Vestuario,Social,Tablet,Nuevo,263,6,0.0228,8,50377,302262,44
2024-06-01,Centro,Tecnologia,Referido,Tablet,Recurrente,309,12,0.0388,13,245641,2947692,54
2025-10-13,Sur,Electrodomesticos,Email,Tablet,Recurrente,245,2,0.0082,2,149531,299061,19
2025-11-26,Sur,Electrodomesticos,Email,Mobile,Nuevo,603,14,0.0232,17,167970,2351573,18
2025-05-27,Centro,Electrodomesticos,Referido,Mobile,Recurrente,889,15,0.0169,20,163715,2455719,53
2025-02-28,Norte,Deportes,Email,Mobile,Nuevo,631,20,0.0317,21,67646,1352912,29
2024-01-24,Sur,Hogar,Social,Mobile,Recurrente,1531,33,0.0216,33,116107,3831526,52
2024-09-24,Sur,Hogar,Referido,Mobile,Recurrente,600,14,0.0233,17,100316,1404429,47
2025-01-01,Centro,Deportes,Organico,Tablet,Nuevo,50,1,0.02,1,65115,65114,44
2024-08-14,Norte,Electrodomesticos,Referido,Desktop,Recurrente,653,8,0.0123,12,170286,1362289,28
2025-08-22,Sur,Tecnologia,Organico,Mobile,Nuevo,1214,32,0.0264,42,156704,5014531,28
2024-06-03,Norte,Vestuario,Referido,Tablet,Recurrente,373,10,0.0268,10,49358,493576,57
2025-06-23,Norte,Electrodomesticos,Organico,Tablet,Nuevo,624,6,0.0096,9,123767,742601,33
2024-08-09,Sur,Deportes,Organico,Mobile,Recurrente,1276,23,0.018,23,58181,1338160,44
2024-07-31,Centro,Tecnologia,Email,Tablet,Recurrente,446,11,0.0247,12,157844,1736284,26
2025-08-20,Centro,Vestuario,Social,Tablet,Nuevo,644,10,0.0155,16,41846,418464,32
2024-03-08,Sur,Electrodomesticos,Social,Desktop,Nuevo,677,12,0.0177,12,173623,2083473,23
2025-12-04,Centro,Vestuario,Referido,Mobile,Nuevo,615,7,0.0114,13,51217,358520,19
2024-11-11,Sur,Deportes,Email,Desktop,Recurrente,525,14,0.0267,14,60679,849508,28
2024-12-02,Centro,Tecnologia,Pago,Desktop,Nuevo,1068,23,0.0215,26,162423,3735717,39
2025-04-07,Centro,Tecnologia,Social,Desktop,Nuevo,1670,42,0.0251,46,190731,8010696,49
2024-02-27,Sur,Tecnologia,Pago,Mobile,Nuevo,1027,24,0.0234,27,201433,4834392,25
2025-10-10,Sur,Vestuario,Email,Tablet,Recurrente,285,16,0.0561,20,55665,890641,54
2024-01-13,Norte,Hogar,Pago,Desktop,Nuevo,776,16,0.0206,18,85683,1370931,23
2025-10-08,Centro,Tecnologia,Organico,Tablet,Nuevo,451,7,0.0155,7,167386,1171701,32
2025-05-13,Sur,Deportes,Pago,Mobile,Recurrente,1437,36,0.0251,54,60797,2188700,40
2025-06-04,Sur,Hogar,Organico,Desktop,Nuevo,723,9,0.0124,9,95275,857470,42
2025-07-20,Norte,Tecnologia,Organico,Desktop,Recurrente,404,10,0.0248,16,178389,1783890,38
2024-04-21,Centro,Electrodomesticos,Referido,Desktop,Recurrente,888,19,0.0214,29,177777,3377760,39
2024-04-21,Norte,Tecnologia,Social,Desktop,Nuevo,383,7,0.0183,11,184307,1290152,28
2025-10-01,Norte,Tecnologia,Organico,Mobile,Recurrente,1197,25,0.0209,31,172178,4304441,38
2024-09-25,Norte,Electrodomesticos,Organico,Mobile,Recurrente,829,11,0.0133,15,167270,1839967,63
2025-08-08,Sur,Tecnologia,Email,Mobile,Nuevo,649,15,0.0231,21,161025,2415371,39
2025-02-14,Norte,Tecnologia,Pago,Tablet,Nuevo,690,14,0.0203,18,167313,2342378,25
2025-08-25,Centro,Electrodomesticos,Organico,Tablet,Nuevo,769,10,0.013,11,175500,1754999,49
2025-11-11,Sur,Deportes,Social,Tablet,Nuevo,793,14,0.0177,15,55522,777301,55
2024-07-28,Centro,Tecnologia,Social,Desktop,Nuevo,1329,26,0.0196,26,176381,4585897,45
2024-03-14,Sur,Tecnologia,Social,Tablet,Recurrente,539,19,0.0353,22,203066,3858253,48
2024-11-22,Sur,Vestuario,Referido,Desktop,Nuevo,584,9,0.0154,11,55353,498181,29
2025-01-19,Sur,Electrodomesticos,Pago,Tablet,Nuevo,834,15,0.018,21,161271,2419060,33
2024-02-19,Sur,Tecnologia,Organico,Tablet,Recurrente,99,3,0.0303,8,204577,613731,38
2024-07-04,Norte,Vestuario,Referido,Tablet,Recurrente,301,11,0.0365,13,40902,449924,28
2025-11-25,Norte,Hogar,Email,Tablet,Recurrente,287,4,0.0139,5,77639,310556,28
2024-10-29,Centro,Deportes,Organico,Desktop,Recurrente,900,21,0.0233,35,62640,1315446,37
2025-04-01,Sur,Hogar,Organico,Desktop,Recurrente,721,13,0.018,17,107999,1403989,36
2025-11-20,Centro,Deportes,Email,Mobile,Recurrente,1064,30,0.0282,34,62022,1860655,47
2025-01-08,Centro,Tecnologia,Organico,Desktop,Recurrente,947,23,0.0243,34,180933,4161464,34
2025-12-19,Centro,Tecnologia,Pago,Desktop,Recurrente,1308,22,0.0168,27,206995,4553892,33
2025-12-26,Sur,Vestuario,Email,Mobile,Recurrente,700,16,0.0229,20,47019,752303,22
2024-06-27,Centro,Hogar,Referido,Tablet,Recurrente,486,7,0.0144,7,88106,616743,40
2025-10-12,Centro,Electrodomesticos,Organico,Tablet,Recurrente,544,17,0.0312,17,150110,2551871,42
2025-01-07,Sur,Tecnologia,Email,Tablet,Recurrente,569,11,0.0193,17,167129,1838422,24
2025-09-22,Centro,Hogar,Referido,Mobile,Recurrente,912,20,0.0219,21,94347,1886940,43
2024-04-16,Sur,Electrodomesticos,Referido,Mobile,Recurrente,578,7,0.0121,12,163636,1145453,43
2025-07-27,Centro,Hogar,Social,Tablet,Recurrente,434,8,0.0184,8,86878,695021,45
2024-07-12,Centro,Hogar,Organico,Mobile,Nuevo,1329,20,0.015,21,88903,1778059,41
2024-10-31,Centro,Hogar,Referido,Mobile,Nuevo,445,5,0.0112,10,78087,390433,26
2024-05-09,Norte,Hogar,Social,Desktop,Recurrente,531,12,0.0226,12,107635,1291620,49
2025-09-25,Norte,Tecnologia,Pago,Desktop,Recurrente,902,19,0.0211,22,194974,3704499,41
2024-02-28,Sur,Deportes,Social,Desktop,Recurrente,509,11,0.0216,11,74037,814404,44
2025-01-22,Centro,Electrodomesticos,Pago,Mobile,Nuevo,596,3,0.005,5,129965,389896,38
2024-04-10,Norte,Deportes,Social,Desktop,Nuevo,680,18,0.0265,23,62336,1122054,34
2025-12-27,Norte,Vestuario,Email,Desktop,Recurrente,518,16,0.0309,18,44885,718154,35
2025-06-30,Centro,Tecnologia,Email,Desktop,Recurrente,783,23,0.0294,31,231132,5316030,43
2025-12-29,Norte,Hogar,Pago,Tablet,Recurrente,830,25,0.0301,25,122290,3057256,22
2024-07-06,Norte,Deportes,Referido,Tablet,Recurrente,408,11,0.027,15,66638,733021,34
2024-04-19,Sur,Hogar,Pago,Desktop,Nuevo,909,22,0.0242,24,87545,1925989,38
2025-05-05,Norte,Tecnologia,Email,Desktop,Nuevo,431,5,0.0116,5,174349,871747,41
2024-12-08,Centro,Tecnologia,Email,Tablet,Nuevo,685,14,0.0204,14,150228,2103189,34
2024-12-29,Norte,Tecnologia,Email,Tablet,Nuevo,566,10,0.0177,12,204635,2046349,25
2025-06-02,Sur,Tecnologia,Referido,Desktop,Recurrente,596,17,0.0285,26,182896,3109223,44
2025-06-22,Centro,Tecnologia,Pago,Desktop,Nuevo,409,6,0.0147,7,176680,1060077,25
2025-11-03,Norte,Vestuario,Organico,Tablet,Recurrente,817,20,0.0245,26,37275,745501,37
2025-02-25,Sur,Vestuario,Email,Tablet,Recurrente,417,13,0.0312,15,57316,745111,36
2024-09-09,Centro,Electrodomesticos,Organico,Desktop,Nuevo,1628,23,0.0141,23,147108,3383487,36
2024-08-30,Sur,Vestuario,Social,Tablet,Recurrente,279,10,0.0358,11,44772,447721,38
2025-09-30,Norte,Hogar,Social,Tablet,Recurrente,286,11,0.0385,15,94534,1039874,44
2025-08-08,Centro,Vestuario,Email,Mobile,Nuevo,1004,23,0.0229,23,39760,914486,32
2024-04-02,Centro,Vestuario,Email,Tablet,Recurrente,848,16,0.0189,24,54673,874769,44
2024-06-13,Norte,Electrodomesticos,Social,Desktop,Recurrente,595,7,0.0118,14,205648,1439535,23
2025-06-03,Norte,Electrodomesticos,Social,Desktop,Nuevo,385,10,0.026,10,160440,1604401,53
2024-09-17,Norte,Electrodomesticos,Social,Tablet,Recurrente,378,6,0.0159,6,172716,1036294,37
2025-06-27,Sur,Tecnologia,Pago,Tablet,Nuevo,580,16,0.0276,18,204026,3264416,40
2024-07-25,Norte,Tecnologia,Organico,Tablet,Nuevo,596,13,0.0218,13,188077,2445003,45
2025-05-29,Sur,Deportes,Organico,Mobile,Nuevo,670,11,0.0164,11,59465,654114,37
2024-04-08,Sur,Tecnologia,Referido,Mobile,Recurrente,593,17,0.0287,26,159664,2714289,35
2024-08-10,Centro,Deportes,Email,Desktop,Nuevo,618,12,0.0194,12,64353,772230,12
2025-09-04,Centro,Deportes,Referido,Desktop,Recurrente,760,28,0.0368,37,66965,1875022,41
2024-03-22,Centro,Hogar,Social,Tablet,Nuevo,88,1,0.0114,1,96442,96441,47
2025-03-05,Norte,Electrodomesticos,Referido,Mobile,Recurrente,387,2,0.0052,2,156435,312869,32
2024-05-12,Norte,Hogar,Pago,Tablet,Nuevo,555,10,0.018,10,87615,876149,43
2025-12-05,Norte,Vestuario,Referido,Tablet,Recurrente,396,19,0.048,27,52306,993806,30
2024-04-06,Centro,Deportes,Email,Mobile,Recurrente,974,26,0.0267,28,56538,1469978,60
2024-03-28,Centro,Hogar,Pago,Tablet,Recurrente,934,25,0.0268,25,103075,2576871,37
2025-06-12,Sur,Electrodomesticos,Social,Tablet,Recurrente,294,9,0.0306,10,167970,1511730,38
2024-11-26,Norte,Electrodomesticos,Referido,Mobile,Recurrente,617,13,0.0211,13,144481,1878247,32
2025-07-25,Norte,Electrodomesticos,Social,Tablet,Nuevo,546,13,0.0238,13,129291,1680786,32
2024-06-03,Sur,Electrodomesticos,Organico,Desktop,Recurrente,685,15,0.0219,17,180748,2711221,32
2025-04-27,Centro,Hogar,Organico,Mobile,Recurrente,900,16,0.0178,20,91855,1469684,43
2024-02-09,Centro,Deportes,Pago,Desktop,Nuevo,884,13,0.0147,13,66627,866148,62
2025-04-08,Centro,Vestuario,Social,Mobile,Recurrente,1260,26,0.0206,27,52347,1361021,31
2024-11-17,Norte,Hogar,Social,Mobile,Nuevo,383,6,0.0157,7,114271,685627,46
2024-07-29,Sur,Tecnologia,Organico,Mobile,Nuevo,446,4,0.009,9,191726,766903,38
2025-09-18,Sur,Tecnologia,Pago,Mobile,Nuevo,1191,21,0.0176,27,165138,3467892,41
2024-01-10,Centro,Deportes,Referido,Mobile,Recurrente,689,9,0.0131,10,73030,657270,48
2025-08-28,Centro,Vestuario,Organico,Mobile,Recurrente,883,21,0.0238,33,52950,1111945,32
2024-11-24,Sur,Vestuario,Organico,Tablet,Nuevo,613,9,0.0147,9,48641,437765,30
2025-04-25,Norte,Deportes,Social,Tablet,Nuevo,334,2,0.006,5,60143,120286,29
2025-08-12,Norte,Hogar,Organico,Mobile,Nuevo,904,16,0.0177,16,93214,1491417,48
2025-12-28,Centro,Deportes,Pago,Mobile,Nuevo,2142,39,0.0182,50,56056,2186181,41
2024-03-03,Norte,Hogar,Referido,Desktop,Nuevo,317,7,0.0221,9,82794,579555,41
2025-06-19,Norte,Vestuario,Email,Tablet,Nuevo,424,13,0.0307,13,39786,517221,25
2025-12-28,Centro,Hogar,Organico,Desktop,Nuevo,503,7,0.0139,8,89979,629849,41
2025-02-26,Norte,Vestuario,Pago,Desktop,Recurrente,765,19,0.0248,24,45143,857715,29
2024-12-22,Centro,Tecnologia,Social,Tablet,Nuevo,618,13,0.021,17,184174,2394268,40
2025-10-02,Norte,Deportes,Pago,Mobile,Recurrente,1265,30,0.0237,30,63393,1901788,39
2025-06-18,Centro,Hogar,Social,Tablet,Recurrente,437,7,0.016,8,97589,683126,30
2025-08-30,Centro,Electrodomesticos,Pago,Mobile,Nuevo,743,5,0.0067,7,150211,751053,37
2025-07-07,Norte,Deportes,Social,Mobile,Nuevo,663,9,0.0136,9,49112,442010,24
2025-05-14,Norte,Electrodomesticos,Pago,Mobile,Nuevo,1123,19,0.0169,19,156082,2965553,19
2024-09-12,Centro,Hogar,Referido,Desktop,Nuevo,519,7,0.0135,9,83872,587104,38
2024-03-10,Sur,Electrodomesticos,Organico,Tablet,Nuevo,225,4,0.0178,4,151403,605610,41
2024-04-20,Sur,Tecnologia,Organico,Desktop,Recurrente,1166,32,0.0274,35,191275,6120804,38
2024-03-03,Centro,Vestuario,Social,Desktop,Nuevo,856,17,0.0199,17,47959,815301,30
2025-02-08,Norte,Vestuario,Social,Mobile,Nuevo,607,12,0.0198,13,42654,511850,34
2025-04-13,Centro,Electrodomesticos,Referido,Tablet,Nuevo,256,3,0.0117,5,142676,428027,38
2025-12-06,Centro,Tecnologia,Social,Tablet,Nuevo,921,24,0.0261,31,187460,4499045,36
2025-02-10,Norte,Hogar,Pago,Mobile,Nuevo,1222,27,0.0221,34,91383,2467344,28
2025-09-03,Sur,Electrodomesticos,Pago,Desktop,Nuevo,848,11,0.013,14,142892,1571809,35
2024-02-04,Sur,Deportes,Email,Mobile,Recurrente,603,10,0.0166,10,74483,744828,29
2024-07-17,Sur,Tecnologia,Referido,Desktop,Recurrente,714,22,0.0308,31,221446,4871813,44
2024-02-16,Centro,Vestuario,Social,Tablet,Nuevo,665,14,0.0211,14,47972,671614,29
2025-10-04,Sur,Electrodomesticos,Referido,Mobile,Recurrente,696,17,0.0244,20,152554,2593410,33
2025-05-27,Norte,Deportes,Email,Mobile,Nuevo,493,14,0.0284,18,55806,781288,30
2024-04-18,Norte,Deportes,Social,Tablet,Nuevo,545,7,0.0128,7,56954,398677,40
2024-06-27,Sur,Deportes,Pago,Desktop,Recurrente,753,14,0.0186,16,53842,753791,40
2025-05-08,Sur,Deportes,Social,Mobile,Recurrente,988,18,0.0182,24,68014,1224243,47
2024-01-23,Centro,Deportes,Organico,Mobile,Nuevo,1613,30,0.0186,30,64011,1920331,26
2024-07-05,Norte,Deportes,Email,Tablet,Recurrente,248,4,0.0161,6,67342,269368,42
2025-11-28,Norte,Deportes,Organico,Mobile,Recurrente,1189,22,0.0185,29,61116,1344553,41
2025-06-23,Sur,Electrodomesticos,Social,Desktop,Nuevo,765,11,0.0144,16,143251,1575763,47
2024-02-03,Norte,Deportes,Organico,Tablet,Recurrente,459,9,0.0196,10,69657,626908,48
2025-02-24,Norte,Electrodomesticos,Email,Tablet,Recurrente,429,6,0.014,9,150348,902086,27
2025-10-29,Centro,Electrodomesticos,Referido,Mobile,Recurrente,770,21,0.0273,21,180952,3799987,47
2024-06-30,Sur,Hogar,Organico,Mobile,Nuevo,1184,15,0.0127,22,94118,1411765,30
2024-05-15,Sur,Tecnologia,Email,Tablet,Recurrente,517,13,0.0251,15,190884,2481496,47
2024-02-05,Centro,Hogar,Email,Mobile,Recurrente,939,19,0.0202,22,117426,2231086,43
2024-06-17,Centro,Tecnologia,Organico,Desktop,Recurrente,536,24,0.0448,28,186468,4475225,39
2025-03-24,Norte,Hogar,Social,Tablet,Nuevo,637,15,0.0235,15,93565,1403477,32
2025-03-05,Norte,Electrodomesticos,Social,Tablet,Nuevo,451,5,0.0111,5,132640,663200,33
2024-12-25,Sur,Hogar,Organico,Mobile,Recurrente,260,7,0.0269,7,89205,624434,38
2025-12-27,Centro,Tecnologia,Referido,Tablet,Recurrente,412,13,0.0316,21,195288,2538740,42
2025-01-08,Sur,Hogar,Social,Desktop,Nuevo,486,6,0.0123,7,99891,599348,24
2025-08-23,Sur,Vestuario,Referido,Desktop,Recurrente,385,15,0.039,20,56415,846218,36
2024-11-30,Norte,Tecnologia,Pago,Desktop,Recurrente,1100,33,0.03,47,181091,5975995,52
2025-05-01,Norte,Tecnologia,Referido,Tablet,Nuevo,364,5,0.0137,5,177382,886908,24
2025-08-29,Sur,Hogar,Referido,Mobile,Nuevo,586,12,0.0205,12,78691,944289,45
2024-01-18,Sur,Hogar,Organico,Desktop,Nuevo,983,17,0.0173,18,92616,1574467,34
2024-10-23,Norte,Vestuario,Referido,Desktop,Recurrente,520,10,0.0192,11,55495,554949,33
2024-03-10,Norte,Hogar,Pago,Mobile,Nuevo,929,10,0.0108,10,80281,802808,15
2025-06-20,Centro,Tecnologia,Referido,Mobile,Nuevo,581,8,0.0138,11,176559,1412469,29
2024-05-24,Norte,Tecnologia,Email,Desktop,Recurrente,600,15,0.025,25,180368,2705526,54
2025-07-16,Centro,Vestuario,Referido,Desktop,Recurrente,612,14,0.0229,16,50323,704524,50
2025-06-23,Sur,Electrodomesticos,Organico,Desktop,Recurrente,615,7,0.0114,9,128846,901920,38
2024-04-18,Centro,Deportes,Referido,Desktop,Nuevo,915,14,0.0153,14,58829,823609,36
2024-09-14,Sur,Tecnologia,Organico,Mobile,Recurrente,736,15,0.0204,16,216580,3248700,52
2024-08-01,Norte,Deportes,Referido,Desktop,Recurrente,113,2,0.0177,2,62914,125828,44
2025-10-29,Centro,Vestuario,Pago,Mobile,Recurrente,2111,28,0.0133,28,45502,1274045,13
2024-05-09,Sur,Electrodomesticos,Referido,Desktop,Recurrente,492,9,0.0183,12,166610,1499491,25
2025-05-23,Sur,Deportes,Email,Tablet,Recurrente,458,7,0.0153,13,58103,406719,51
2024-06-27,Centro,Electrodomesticos,Pago,Desktop,Nuevo,1138,22,0.0193,22,163045,3586999,35
2024-02-03,Sur,Deportes,Social,Tablet,Nuevo,388,8,0.0206,11,70243,561944,43
2024-01-16,Sur,Hogar,Pago,Tablet,Recurrente,474,7,0.0148,13,97312,681184,50
2024-07-11,Norte,Deportes,Social,Desktop,Recurrente,878,15,0.0171,16,78548,1178220,42
2024-05-08,Centro,Hogar,Email,Mobile,Nuevo,386,5,0.013,5,82428,412141,40
2024-11-26,Centro,Deportes,Pago,Mobile,Nuevo,2202,26,0.0118,32,61515,1599399,52
2024-02-24,Norte,Hogar,Email,Tablet,Recurrente,320,7,0.0219,7,115383,807680,43
2024-07-15,Norte,Hogar,Pago,Tablet,Recurrente,456,14,0.0307,16,86842,1215783,49
2024-01-27,Sur,Electrodomesticos,Referido,Tablet,Recurrente,386,11,0.0285,11,198113,2179239,31
2024-10-31,Centro,Electrodomesticos,Referido,Desktop,Nuevo,382,3,0.0079,4,150248,450744,37
2025-10-21,Sur,Hogar,Social,Desktop,Recurrente,869,18,0.0207,21,68742,1237363,47
2024-02-18,Norte,Electrodomesticos,Pago,Mobile,Nuevo,721,8,0.0111,16,171169,1369349,36
2024-03-15,Norte,Tecnologia,Organico,Tablet,Nuevo,402,13,0.0323,13,156252,2031282,22
2025-07-01,Centro,Deportes,Email,Tablet,Nuevo,529,9,0.017,9,61989,557905,45
2025-05-13,Centro,Hogar,Social,Desktop,Nuevo,860,18,0.0209,18,101083,1819502,40
2025-06-30,Norte,Tecnologia,Referido,Tablet,Recurrente,383,6,0.0157,7,208431,1250584,35
2025-10-05,Norte,Electrodomesticos,Social,Desktop,Nuevo,371,5,0.0135,8,202500,1012500,24
2025-06-20,Norte,Tecnologia,Pago,Mobile,Nuevo,1483,27,0.0182,33,206235,5568358,31
